# Seconds of Week            X-ECEF            Y-ECEF            Z-ECEF        VX        VY        VZ     Pitch      Roll       Yaw      GyroBiasX      GyroBiasY      GyroBiasZ      AcceBiasX      AcceBiasY      AcceBiasZ         
#             (s)               (m)               (m)               (m)     (m/s)     (m/s)     (m/s)     (deg)     (deg)     (deg)        (deg/h)        (deg/h)        (deg/h)           (mg)           (mg)           (mg)
     358576.802500      -2267515.054       5008753.443       3222067.829    -1.891    -1.495     0.859   -0.6793    0.8540   68.3196         0.1186         0.2090         3.9018        -0.1210         2.6623         1.5504
     358576.902500      -2267515.243       5008753.295       3222067.917    -1.895    -1.486     0.858   -0.6624    0.9556   68.5027         0.1197         0.2231         3.9899        -0.1211         2.6649         1.5501
     358577.002500      -2267515.437       5008753.026       3222067.970    -1.896    -1.516     0.880   -0.7037    1.0291   68.6892         0.5817        -0.0073         2.6649         0.0701         2.7427         1.5639
     358577.102500      -2267515.626       5008752.876       3222068.060    -1.883    -1.514     0.895   -0.7095    0.9912   68.9237         0.5804        -0.0071         2.7292         0.0699         2.7448         1.5637
     358577.202500      -2267515.815       5008752.725       3222068.148    -1.886    -1.501     0.874   -0.7149    0.9317   69.1603         0.5812        -0.0057         2.7724         0.0701         2.7458         1.5637
     358577.302500      -2267516.004       5008752.577       3222068.236    -1.899    -1.487     0.844   -0.7122    0.9185   69.4133         0.5795        -0.0039         2.8779         0.0696         2.7499         1.5633
     358577.402500      -2267516.195       5008752.429       3222068.319    -1.910    -1.481     0.829   -0.7286    0.9610   69.6944         0.5800        -0.0041         2.8837         0.0699         2.7500         1.5633
     358577.502500      -2267516.387       5008752.284       3222068.404    -1.912    -1.476     0.815   -0.7842    0.9897   69.9963         0.5739        -0.0081         2.9342         0.0693         2.7567         1.5627
     358577.602500      -2267516.578       5008752.137       3222068.484    -1.905    -1.456     0.792   -0.8174    1.0368   70.2844         0.5751        -0.0078         2.9307         0.0695         2.7554         1.5628
     358577.702500      -2267516.768       5008751.993       3222068.564    -1.897    -1.448     0.782   -0.8238    1.0585   70.5691         0.5730        -0.0135         2.9426         0.0696         2.7574         1.5626
     358577.802500      -2267516.958       5008751.849       3222068.641    -1.902    -1.442     0.750   -0.8346    1.0992   70.8973         0.5729        -0.0148         2.9409         0.0696         2.7574         1.5625
     358577.902500      -2267517.151       5008751.708       3222068.718    -1.910    -1.442     0.726   -0.8681    1.2072   71.2776         0.5663        -0.0248         2.9341         0.0693         2.7647         1.5618
     358578.002500      -2267517.301       5008751.526       3222068.788    -1.884    -1.439     0.747   -0.9276    1.2186   71.7033         0.6546         0.9021         4.3598         0.0701         3.1952         1.5576
     358578.102500      -2267517.490       5008751.383       3222068.865    -1.891    -1.428     0.747   -0.9905    1.3042   72.1029         0.6506         0.8902         4.1373         0.0705         3.1958         1.5575
     358578.202500      -2267517.679       5008751.242       3222068.940    -1.883    -1.406     0.740   -1.0503    1.3367   72.5191         0.6513         0.8834         4.0339         0.0708         3.1939         1.5575
     358578.302500      -2267517.866       5008751.102       3222069.016    -1.879    -1.388     0.724   -1.0610    1.3421   72.9532         0.6474         0.8618         3.7048         0.0713         3.1912         1.5574
     358578.402500      -2267518.054       5008750.964       3222069.088    -1.876    -1.384     0.708   -1.0557    1.3368   73.4383         0.6455         0.8571         3.6603         0.0714         3.1893         1.5575
     358578.502500      -2267518.243       5008750.829       3222069.162    -1.884    -1.381     0.670   -1.0509    1.3314   73.9420         0.6314         0.8241         3.2588         0.0699         3.1930         1.5567
     358578.602500      -2267518.432       5008750.692       3222069.229    -1.901    -1.378     0.640   -1.0719    1.3687   74.4842         0.6279         0.8114         3.2186         0.0701         3.1937         1.5564
     358578.702500      -2267518.624       5008750.558       3222069.296    -1.929    -1.356     0.607   -1.1446    1.4525   75.0599         0.6189         0.7817         2.8550         0.0694         3.1929         1.5560
     358578.802500      -2267518.818       5008750.423       3222069.356    -1.943    -1.342     0.569   -1.2226    1.5712   75.6727         0.6139         0.7645         2.7480         0.0691         3.1901         1.5559
     358578.902500      -2267519.013       5008750.291       3222069.414    -1.944    -1.326     0.538   -1.2940    1.7177   76.2913         0.6081         0.7331         2.4987         0.0688         3.1854         1.5556
     358579.002500      -2267519.229       5008750.167       3222069.480    -1.949    -1.319     0.514   -1.3257    1.8723   76.9363         0.7623         0.6390         2.3754         0.1314         3.1513         1.5545
     358579.102500      -2267519.424       5008750.037       3222069.533    -1.950    -1.321     0.497   -1.3065    1.9639   77.6221         0.7542         0.6097         2.1522         0.1301         3.1503         1.5541
     358579.202500      -2267519.620       5008749.905       3222069.583    -1.975    -1.316     0.483   -1.3231    2.0339   78.3825         0.7547         0.6055         2.1300         0.1301         3.1500         1.5540
     358579.302500      -2267519.819       5008749.775       3222069.631    -2.002    -1.304     0.470   -1.3992    2.0649   79.1563         0.7450         0.5585         1.7637         0.1287         3.1333         1.5542
     358579.402500      -2267520.021       5008749.646       3222069.678    -2.026    -1.286     0.443   -1.5080    2.0589   79.9497         0.7417         0.5433         1.6531         0.1277         3.1303         1.5540
     358579.502500      -2267520.225       5008749.521       3222069.723    -2.033    -1.275     0.416   -1.6180    2.0592   80.7902         0.7349         0.5014         1.3304         0.1256         3.1221         1.5537
     358579.602500      -2267520.429       5008749.395       3222069.763    -2.039    -1.256     0.374   -1.7188    2.0258   81.7091         0.7299         0.4686         1.0465         0.1238         3.1070         1.5539
     358579.702500      -2267520.634       5008749.272       3222069.800    -2.044    -1.236     0.319   -1.8135    2.0236   82.6959         0.7266         0.4507         0.9478         0.1240         3.1067         1.5536
     358579.802500      -2267520.840       5008749.152       3222069.829    -2.044    -1.204     0.253   -1.8731    2.0619   83.7130         0.7119         0.3872         0.5187         0.1206         3.0852         1.5536
     358579.902500      -2267521.046       5008749.035       3222069.853    -2.045    -1.172     0.200   -1.9113    2.1342   84.7599         0.7054         0.3600         0.3987         0.1198         3.0807         1.5533
     358580.002500      -2267521.253       5008748.931       3222069.817    -2.047    -1.132     0.125   -1.9086    2.2517   85.8585         0.3954        -0.3355         0.5470        -0.0379         2.7491         1.5571
     358580.102500      -2267521.458       5008748.822       3222069.830    -2.038    -1.105     0.094   -1.9137    2.2647   87.0083         0.3836        -0.3648         0.3343        -0.0387         2.7512         1.5566
     358580.202500      -2267521.662       5008748.713       3222069.836    -2.031    -1.079     0.051   -1.9008    2.2476   88.1971         0.3762        -0.3979        -0.1840        -0.0408         2.7334         1.5570
     358580.302500      -2267521.868       5008748.614       3222069.843    -2.022    -1.046     0.009   -1.8802    2.2097   89.3971         0.3469        -0.5181        -1.4299        -0.0482         2.7167         1.5560
     358580.402500      -2267522.069       5008748.510       3222069.842    -2.009    -1.021    -0.029   -1.8328    2.1424   90.6328         0.3440        -0.5224        -1.4114        -0.0487         2.7144         1.5560
     358580.502500      -2267522.270       5008748.410       3222069.837    -2.000    -0.986    -0.072   -1.7842    2.0658   91.8692         0.3410        -0.5311        -1.4822        -0.0492         2.7106         1.5561
     358580.602500      -2267522.470       5008748.314       3222069.827    -1.990    -0.951    -0.117   -1.7405    2.0012   93.0997         0.3371        -0.5542        -1.7248        -0.0504         2.7046         1.5560
     358580.702500      -2267522.668       5008748.221       3222069.812    -1.980    -0.911    -0.162   -1.7044    1.9597   94.3202         0.3330        -0.5640        -1.8202        -0.0511         2.6984         1.5562
     358580.802500      -2267522.866       5008748.132       3222069.794    -1.965    -0.874    -0.202   -1.6681    1.9457   95.5130         0.3320        -0.5665        -1.8364        -0.0516         2.6967         1.5562
     358580.902500      -2267523.063       5008748.049       3222069.772    -1.942    -0.840    -0.233   -1.6073    1.9240   96.6807         0.3191        -0.6111        -2.2500        -0.0559         2.6861         1.5558
     358581.002500      -2267523.278       5008747.991       3222069.752    -1.930    -0.796    -0.281   -1.5360    1.9268   97.8685         0.3065        -0.7414        -2.2491        -0.1067         2.5742         1.5534
